company,ceo,phone,address,website,logo
아우름자산운용,윤상우,02-6925-6383,"서울시 강남구 영동대로 422, 7층 (대치동, 일원빌딩) 일원빌딩 (06174)",http://www.aurum-asset.com/,/upload/logo/20160511033541658.jpg
아이리스자산운용,김맹환,02-2138-7431,"서울시 영등포구 여의공원로 115, 7층(여의도동, 세우빌딩)  (07241)",http://www.irisamc.com,/upload/logo/20180212073330482.jpg
아이비케이자산운용,임찬희,02-727-8800,서울시 영등포구 은행로30 (여의도동) 중소기업중앙회 신관 11층 (07242),http://www.ibkasset.com,/upload/logo/A01042.gif
아이앤제이자산운용,김근중,02-501-3350,"서울시 영등포구 국제금융로 20, 율촌빌딩 4층  (07327)",http://www.injib.com,/upload/logo/1e8761fba739f6729b64901880d750dfb-7fea-20230512144152.png
아이엠에셋자산운용,사공경렬,02-707-4200,"서울시 영등포구 의사당대로 97. 14층(여의도동, 교보증권빌딩) 교보증권빌딩 14층 (07327)",http://www.hi-asset.com,/upload/logo/e4d388e657fcc4ea5e82b7a3197871e8799-7fef-20250625100205.jpg
아이엠엠자산운용,김현정,02-2672-6288,서울 강남구 테헤란로 152 강남파이낸스 센터 5층  (06236),http://am.imm.co.kr,/upload/logo/noimage.jpg
아이트러스트자산운용,김철배,02-782-5820,"서울시 영등포구 의사당대로1길 25, 5층 507호  (07333)",http://www.itrustamc.com/,/upload/logo/1e8761fba739f6729b64901880d750dfb-7fe9-20230512144430.png
아이파트너스자산운용,차인환,02-2135-8496,서울시 강남구 봉은사로82길 12(삼성동)  (06163),http://www.ipartnersam.co.kr,/upload/logo/e4d388e657fcc4ea-62dfd13b16518b31dab-7fe6.JPG
아이피엠자산운용,강주래,02-6671-0501,"서울시 중구 세종대로136, 7층 (태평로1가 서울파이낸스센터)  (04520)",http://www.ipmamc.com,/upload/logo/1e8761fba739f6729b64901880d750dfb-7fe8-20230512144625.png
아진자산운용,김정훈,02-6246-0200,"서울특별시 영등포구 여의공원로 101, 704비호  (07241)",http://https://www.akrosinvest.com/,/upload/logo/noimage.jpg
아크임팩트자산운용,한성근,02-6332-7400,"서울특별시 영등포구 여의대로 24, 17층(여의도동)  (07320)",http://www.arkimpact.co.kr,/upload/logo/20180212073419827.jpg
아트만자산운용,이성희,02-2135-3680,"서울시 영등포구 국제금융로2길 32, 여의도파이낸스타워 19층  (07325)",http://www.atmanfund.com/index.php,/upload/logo/20201021012312058.png
안다에이치자산운용,오홍근,02-780-4470,"서울시 영등포구 국제금융로 20, 6층(여의도동, 율촌빌딩)  (07327)",http://www.ahasset.co.kr,/upload/logo/e4d388e657fcc4ea-51e8db6e183c5ed284c-7fb8-20221018154026.JPG
안다자산운용,박의현/다니엘페레즈,02-2156-2800,"서울시 강남구 도산대로 318, SB타워 9층  (06054)",http://www.andaasset.com,/upload/logo/e4d388e657fcc4ea-51e8db6e183c5ed284c-7fa4-20221018155036.png
알더인베스트먼트,이은호(YI UN HO),02-6012-2100,서울시 중구 을지로 5길 26 미래에셋센터원빌딩 동관 12층 일부)  (07326),http://WWW.ALDER-INVEST.COM,/upload/logo/e4d388e657fcc4ea-7c682008195c729b08a-7fb7-20250414131528.png
알세온코리아자산운용,김민준,02-6953-1200,서울특별시 용산구 독서당로 122-1 포트힐빌딩 5층  (04420),http://www.alceonkorea.com,/upload/logo/noimage.jpg
알지자산운용,박용수,02-6670-1800,서울시 영등포구 국제금융로 10 Two IFC 16층 1607호  (07326),http://www.rgasset.co.kr,/upload/logo/20160427055254678.png
알파자산운용,최준혁,02-769-7600,"서울시 영등포구 국제금융로 8길 31, 8층 (여의도동, SK증권빌딩)  (07332)",http://www.alphasset.com,/upload/logo/e4d388e657fcc4ea-5f5d00b616ec3f3d643-7fff-20191202162027.png
알파플러스자산운용,"김정식,최효종",02-6954-0858,"서울시 강남구 영동대로 511, 23층 2301호  (06193)",http://www.alphap.co.kr/,/upload/logo/1e8761fba739f67251f881d5189bf042986-7ff8-20230810091844.png
알펜루트자산운용,"최보근, 이규",02-786-5240,"서울시 서초구 효령로 263, 펨코II빌딩 펨코II빌딩 (06653)",http://alpenroute.com,/upload/logo/20161108100434640.jpg
앤도버자산운용,"최경배, 김재상",02-554-6890,"서울시 영등포구 국제금융로 20, 3층 율촌빌딩 (07327)",http://www.andoveram.com,/upload/logo/1e8761fba739f672-2b58d34519da94f9307-7f17-20260616141544.png
앱솔루트자산운용,송맹근/성건웅/성철현,02-785-3343,"서울특별시 영등포구 여의나루로 81,한마루빌딩 901호  (07327)",http://www.absolutein.com,/upload/logo/20160622114324387.jpg
얼라이언스번스틴자산운용,이창현,02-3707-3400,"서울시 중구 세종대로 136, 서울파이낸스센터 14층 (04520)",http://www.alliancebernstein.co.kr,/upload/logo/20190521100023102.png
얼라인파트너스자산운용,이창환,02-6956-8303,"서울특별시 영등포구 국제금융로 10, 13층 1380호(여의도동, One IFC)  (07326)",http://www.alignpartnerscap.com,/upload/logo/e4d388e657fcc4ea-51e8db6e183c5ed284c-7ff4-20221018145403.png
에너지인프라자산운용,이철성,02-3775-9500,"서울시 영등포구 국제금융로56, 16층(여의도동, 미래에셋대우빌딩)  (07330)",http://energyinfra.miraeasset.com/,/upload/logo/1e8761fba739f6729b64901880d750dfb-7fe4-20230512164447.png
에셋플러스자산운용,양인찬,02-501-7707,경기도 성남시 분당구 판교역로 192번길 14 리치투게더센터 (13524),http://www.assetplus.co.kr,/upload/logo/A01067.gif
에스에이치자산운용,이형석,02-557-8980,서울시 강남구 강남대로 310 805호(역삼동 유니온센터오피스텔)  (06253),http://www.shasset.co.kr,/upload/logo/1e8761fba739f6729b64901880d750dfb-7fe3-20230512164557.png
에스티엔에이치자산운용,강성구,02-780-7010,"서울시 강남구 언주로 534, 8층  (06147)",http://www.stnhamc.co.kr,/upload/logo/e4d388e657fcc4ea-51e8db6e183c5ed284c-7fc7-20221018151905.jpg
에스피자산운용,김종성,02-3780-8900,"서울특별시 영등포구 여의나루로 57, 1901-1호(여의도동, 신송센타빌딩)  (07327)",http://www.simonepartners.com,/upload/logo/20170824045232393.jpg
에이디에프자산운용,김창현,02-3783-0580,"서울시 중구 세종대로 136, 10층(태평로1가, 서울파이낸스센터 10층)  (04520)",http://www.adfamc.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fbe-20230512165716.png
에이아이파트너스자산운용,신승헌/정선환,02-783-2100,"서울시 영등포구 여의나루로53-1, 15층 (대오빌딩)  (07327)",http://www.aip-asset.com,/upload/logo/e4d388e657fcc4ea-6fa67f8f1722b8d6dab-7f73-20200618181849.PNG
에이아이피자산운용,문경석,02-6137-9755,"서울시 영등포구 여의대로 108, 파크원타워1 27층  (07335)",http://www.aipasset.com,/upload/logo/1e8761fba739f672-39b0f7716410614e29-7fd8.jpg
에이알에이코리아자산운용,강동헌,02-6956-1739,"서울시 영등포구 국제금융로 10, Two IFC 23층  (07326)",http://www.ara-group.com,/upload/logo/1e8761fba739f672-39b0f7716410614e29-7fd9.jpg
에이에프더블유자산운용,박지환,02-6952-4697,"서울시 영등포구 여의대방로67길 22, 507호(태양빌딩)  (07333)",http://www.afwam.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fbc-20230515093226.png
에이원자산운용,선형렬,02-6732-7000,"서울시 영등포구 여의나루로 60, 포스트타워 7층  (07328)",http://www.aoneasset.co.kr,/upload/logo/20180417082432605.jpg
에이치디씨자산운용,전우진,02-3215-3000,서울시 영등포구 국제금융로8길 11 대영빌딩 2층 (07333),http://www.hdcasset.com,/upload/logo/A01034.jpg
에이치알자산운용,채승배,02-592-2414,서울시 서초구 서초대로 397 부띠크모나코 B동 503호  (06616),http://www.hrasset.co.kr,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fb4-20230515093447.png
에이치에이치알자산운용,박상정,02-785-8096,"서울시 중구 세종대로 136 (태평로 1가, 서울파이낸스센터 26층)  (07327)",http://www.hhramc.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fb3-20230515094724.png
에이치자산운용,최동희,02-6925-0490,"서울특별시 영등포구 의사당대로 82, 11층 (여의도동, 하나증권빌딩)  (07321)",http://www.hassetfund.com/,/upload/logo/1e8761fba739f672-7ffdcc0c16b3135395d-7f04.JPG
에이케이파트너스자산운용,이수형,02-547-0187,"서울시 강남구 영동대로131길 16, 3층 한주빌딩5층 (07327)",http://www.passet.co.kr,/upload/logo/e4d388e657fcc4ea-7c682008195c729b08a-7f8d-20250429102348.png
에이펙스자산운용,최웅필/고영우,02-6265-6645,"서울시 영등포구 여의대로14, 11층(여의도동, KT여의도타워)  (07321)",http://www.apexam.co.kr,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fb0-20230515095002.png
에임즈자산운용,강연재,02-761-9990,"서울특별시 영등포구 여의나루로 71,1308호(여의도동, 동화빌딩)  (07327)",http://https://aimsamc.com/,/upload/logo/noimage.jpg
에프엘자산운용,최미혜,02-592-4130,"서울시 서초구 반포대로 235, 6층(반포동, 반포빌딩)  (06578)",http://www.flasset.co.kr,/upload/logo/1e8761fba739f672-4c12d4161847a0ac102-7fcb-20221201154004.jpg
엑스포넨셜자산운용,김태선,02-6954-1505,"서울시 영등포구 여의공원로101, 710A (CCMM빌딩)  (07241)",http://www.exponentialinvest.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fae-20230515095344.png
엔라이튼자산운용,김현배,02-2678-3580,"서울특별시 영등포구 여의대방로67길 22, 9층 903호(여의도동, 태양빌딩)  (07333)",http://www.gzoneasset.com,/upload/logo/noimage.jpg
엔에이치아문디자산운용,길정섭,02-368-3600,서울시 영등포구 국제금융로8길 2 농협재단빌딩 10층 (07330),http://www.nh-amundi.com,/upload/logo/20160511034516690.jpg
엔에이치헤지자산운용,이동훈,02-748-8900,"서울시 영등포구 여의대로108, 5층 (파크워타워 2)  (07335)",http://www.nhhedgeam.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fac-20230515095745.png
엘비자산운용,이정환/김도한/조윤석,02-6371-3200,"서울시 중구 세종대로 136, 20층(태평로1가, 서울파이낸스센터)  (04520)",http://www.lb-amc.com,/upload/logo/e4d388e657fcc4ea-51e8db6e183c5ed284c-7fb5-20221018154240.png
엘에프자산운용,이성우,031-342-7841,경기도 안양시 동안구 벌말로 126 3304호 (관양동 평촌오비즈타워)  (14057),http://www.lfamc.kr,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fad-20230515095613.png
엘엔에스자산운용,서경민,02-6925-5941,"서울시 영등포구 여의대로 66, 16층 (여의도동, 하이투자증권빌딩)  (07325)",http://www.lnsasset.com,/upload/logo/1e8761fba739f672-629c30791704233276b-7ff0-20200218135743.PNG
엘케이자산운용,이상신,02-6913-7100,"서울특별시 영등포구 여의공원로 101, 10층(여의도동, C.C.M.M빌딩) C.C.M.M빌딩 (07241)",http://www.lkasset.com,/upload/logo/20160223094011365.gif
엠디엠자산운용,장성수,02-2166-1000,"서울 강남구 테헤란로 306(역삼동, 카이트타워 10층)  (06210)",http://mdmam.com/main/main.php,/upload/logo/e4d388e657fcc4ea-51e8db6e183c5ed284c-7f79-20221018173147.png
엠플러스자산운용,최현철,02-6007-4700,"서울시 강남구 남부순환로2806(도곡동, 군인공제회관 22층)  (06292)",http://www.mplusasset.co.kr,/upload/logo/A01073.gif
오라이언자산운용,김병기,02-782-9116,"서울시 영등포구 국제금융로 70, 미원빌딩 19F 미원빌딩 (07333)",http://www.orioncm.co.kr,/upload/logo/20160622113659960.JPG
오르카자산운용,김민철,02-6953-8761,"서울시 강남구 테헤란로43길 14, 10층 (역삼동, 청수빌딩)  (06151)",http://www.orcainvest.co.kr,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7faa-20230515131623.png
오름자산운용,곽효진,02-761-5232,"서울 강남구 봉은사로 230, 4층(역삼동, 봉암빌딩)  (06135)",http://www.orumam.com,/upload/logo/noimage.jpg
오하자산운용,이승후,02-2038-7662,"서울시 영등포구 여의대로66 ,10층(여의도동,하이투자증권)  (07325)",http://www.ohaasset.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fa9-20230515132313.png
와이드크릭자산운용,김정훈,02-783-2810,"서울시 중구 세종대로 136, 9층 (태평로1가, 서울파이낸스센터)  (04520)",http://www.widecreekamc.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fa8-20230515132524.png
와이앤피자산운용,유관식,02-6241-7660,서울시 서초구 서초중앙로24길 16 KM Tower 2층  (06606),http://www.ynpamc.com,/upload/logo/1e8761fba739f672-629c30791704233276b-7fef-20200218140110.bmp
와이즈먼자산운용,전호식,02-3446-0077,"서울특별시 강남구 테헤란로 204, 6층 (역삼동)  (06220)",,/upload/logo/noimage.jpg
와이케이자산운용,김태균,02-6964-8680,"서울특별시 마포구 양화로 166, 4층(동교동, 미래프라자)  (04050)",http://www.ykam.co.kr,/upload/logo/e4d388e657fcc4ea-7c682008195c729b08a-7f39-20250515170528.jpg
우리자산운용,최승재,02-2118-0500,"서울시 영등포구 여의대로 108, 37층(여의도동, 파크원1)  (07335)",http://www.wooriam.kr,/upload/logo/1e8761fba739f6722b682c3916f8368f30c-7ff5-20200113143958.jpg
우리프라이빗에퀴티자산운용,강신국,02-6949-2801,"서울시 영등포구 여의대로108, 28층 (파크원 타워1)  (07335)",http://www.wooripe.com,/upload/logo/20161018053327312.jpg
우영자산운용,최현민,02-783-8050,"서울시 영등포구 국제금융로10, Two IFC 23층  (07326)",http://www.wooyoungasset.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fa7-20230515133721.png
원자산운용,원성욱,02-517-3322,서울특별시 용산구 회나무로 13가길 22 4층  (04344),http://www.one-asset.co.kr,/upload/logo/20210803085750756.jpg
월넛자산운용,김정호,02-783-1060,서울특별시 영등포구 국제금융로 10 Three IFC 45층 4580호  (07326),http://www.wimco.kr,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fa6-20230515134130.png
웰스자산운용,김성곤,02-780-9380,"서울시 영등포구 의사당대로 1길 34 702호(여의도동, 인영빌딩)  (07333)",http://www.wealth1.co.kr,/upload/logo/20160223094503106.gif
웰컴자산운용,한승철,02-6353-7300,"서울시 용산구 한강대로 148, 웰컴금융타워 15층  (04382)",http://welcomefund.co.kr,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fa5-20230515134540.png
위너스자산운용,김희병,02-3453-3254,"서울시 송파구 오금로17길 4, 4층 (예인빌딩)  (05550)",http://www.winnerasset.com,/upload/logo/20180212073538804.jpg
위베스트자산운용,"김성한, 신진웅",02-2138-7179,"서울특별시 영등포구 국제금융로 10, 10층(여의도동, 투아이에프씨)  (07326)",http://www.bluetechfund.com,/upload/logo/e4d388e657fcc4ea3524b7f189ba533e55-7fd9-20230817154350.png
위솔자산운용,조중형,02-2088-0917,"서울시 영등포구 국제금융로 106, 311호 (행진빌딩)  (07343)",http://wesol.co.kr,/upload/logo/e4d388e657fcc4ea3524b7f189ba533e55-7fd8-20230817154613.png
위플러스자산운용,권재완,02-2070-7100,"서울시 서초구 서초대로 330, 2층(서초동, 영일빌딩)  (06633)",http://www.wepasset.com,/upload/logo/20160330034519342.jpg
유경피에스지자산운용,한동엽,02-2090-3300,"서울시 영등포구 국제금융로2길 32, 7층 여의도파이낸스타워 (07325)",http://www.rkpsg.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fa4-20230515145744.png
유나이티드파트너스자산운용,박대영,02-720-5999,"서울특별시 종로구 경희궁길 37, 2층(신문로2가)  (03176)",http://www.unitedpartners.co.kr/,/upload/logo/20180212073602605.jpg
유니스토리자산운용,윤창보,02-6105-8332,서울시 영등포구 여의공원로101 903호(여의도동)  (07241),http://www.utim.co.kr/,/upload/logo/20210218014227153.png
유리자산운용,조우철,02-2168-7900,서울시 영등포구 국제금융로6길 17(여의도동) 부국증권빌딩 8층 (07330),http://www.yurieasset.co.kr,/upload/logo/A01054.gif
유진자산운용,진영재,02-2129-3300,"서울특별시 영등포구 국제금융로 39, 16층 (여의도동, 앵커원오피스)  (07339)",http://fund.eugenefn.com,/upload/logo/A01022.gif
으뜸자산운용,김인근/이완식,051-991-0911,"부산광역시 중구 태종로 14, 501호(남포동1가, 와이디빌딩)  (48984)",http://www.ettasset.com,/upload/logo/e4d388e657fcc4ea-5e17290a18a970b4ab7-7fe6-20230926131801.jpg
이가자산운용,이영철,02-561-9540,서울시 강남구 영동대로 316 6층  (06177),http://www.egaasset.com/,/upload/logo/1e8761fba739f6729b64901880d750dfb-7f59-20230516143637.png
이도자산운용,김지영,02-6250-5340,"서울특별시 중구 서소문로 115 7층 (서소문동, 한산빌딩)  (04515)",http://https://yidoasset.com/,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fa2-20230515151041.png
이든자산운용,이상호/최호철,02-6713-8450,서울시 종로구 새문안로 82 에스타워 17층  (03185),http://edninvest.com,/upload/logo/20180417082451574.jpg
이스트우드자산운용,김경진,02-761-6757,"서울시 영등포구 여의대로 66, 15층 (하이투자증권빌딩  (07325)",http://redhillasset.com/,/upload/logo/1e8761fba739f6727d8e60c218e989cecef-7fc4-20240416101838.jpg
이아이피자산운용,박희준,02-6267-5333,"서울시 영등포구 국제금융로 10, 31층 3100호(여의도동, 쓰리아이에프씨)  (07326)",http://eipam.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fa1-20230515151351.png
이지스리얼에셋투자운용,최재웅,02-6293-0950,"서울시 영등포구 여의공원로 115, 5층(여의도동, 세우빌딩)  (07241)",http://www.igisra.com/,/upload/logo/1e8761fba739f672-7d3cafc18440fe8659-7fdc-20221111155158.jpg
이지스엑스자산운용,복준호,02-541-8401,"서울시 중구 세종대로 136, 서울파이낸스센터 9층  (04520)",http://www.igisneovalue.com,/upload/logo/e4d388e657fcc4eaf07d1b5185a9e6c65c-7fd6-20230127092033.jpg
이지스자산운용,이규성/강영구,02-6959-3100,서울시 영등포구 여의공원로 115 세우빌딩 13층 (07241),http://www.igisam.com,/upload/logo/A01092.gif
이현자산운용,남정현,02-713-3138,서울시 강남구 테헤란로 10길 8 6층(역삼동 녹명빌딩)  (00234),http://ehyunasset.com/,/upload/logo/20210218012508129.png
이화자산운용,서정두,02-3783-9500,서울시 중구 세종대로 136 서울파이낸스센터 12층 (04520),http://www.nomurarifa.com,/upload/logo/e4d388e657fcc4ea-51e8db6e183c5ed284c-7f92-20221018155554.JPG
인마크자산운용,이정민,02-6673-8880,"서울시 영등포구 국제금융로 10, 22층(여의도동, 원아이에프씨)  (07326)",http://www.inmarkasset.com/,/upload/logo/1e8761fba739f672-50c91eee1669926f952-7fe5.png
인벡스자산운용,양태선,02-785-3881,"서울시 강남구 선릉로 146길 27-5, JP팰리스 4층(청담동)  (06064)",http://www.invex.co.kr,/upload/logo/20161018034406494.jpg
인사이트자산운용,홍정모,02-785-8040,서울시 영등포구 국제금융로 10 Three IFC 3670호  (07326),http://www.insight-asset.co.kr,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7fa0-20230515152422.png
인트러스투자운용,황철웅,02-782-9900,"서울시 강남구 테헤란로 152 강남파이낸스센터 6층,14층  (06236)",http://www.intrusim.com,/upload/logo/20180212073633137.jpg
자비스자산운용,이상혁,02-2135-5910,"서울 송파구 올림픽로 82, 8층 현대빌딩  (05556)",http://www.jarvisam.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7f9f-20230515152539.png
자산운용진,정진영,02-2088-2883,"서울시 강남구 테헤란로 98길 16, 제주장학재단 7층  (06181)",http://www.assetjin.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7f9e-20230515153416.png
자산운용현,이기중,02-3218-8700,서울시 강남구 도산대로 139 4층 (신사동 제이타워)  (06036),http://www.hyunasset.co.kr,/upload/logo/1e8761fba739f672-693441161835881eff2-7fc6-20221007174512.jpg
제브라자산운용,조형진,02-529-2130,"서울특별시 강남구 선릉로90길 38, 4층  (06193)",http://https://www.zebraasset.com/,/upload/logo/noimage.jpg
제이더블유자산운용,이영민,02-782-8286,"서울시 영등포구 여의대방로67길 10, 607호(여의도동, 외교빌딩)  (07333)",http://www.jw-amc.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7f9d-20230515153554.png
제이비자산운용,최원철,02-3782-5000,"서울시 영등포구 의사당대로 97, 교보증권빌딩 9층  (07327)",http://www.jbam.co.kr,/upload/logo/20170131033509813.jpg
제이씨에셋자산운용,조광재,02-6137-9555,"서울시 영등포구 국제금융로 10 ,33층 (여의도동, Three IFC)  (07326)",http://www.jcasset.co.kr,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7f9c-20230515153734.png
제이알투자운용,이방주/김관영/장현석,02-564-7004,"서울시 중구 을지로 100, B동 21층 (을지로2가, 파인에비뉴)  (04551)",http://www.jramc.com,/upload/logo/1e8761fba739f6727d8e60c218e989cecef-7fc5-20240416100007.png
제이엠씨자산운용,최창현,02-501-6954,"서울시 성동구 광나루로8길 31, 2층 205호(성수동2가, 에스케이브이원센터)  (04799)",http://rdasset.co.kr,/upload/logo/e4d388e657fcc4ea-6fa67f8f1722b8d6dab-7f72-20200618182114.png
제이피에셋자산운용,이택연,02-761-8020,서울시 영등포구 여의나루로 67 신송빌딩 10층 (07327),http://www.jpasset.net,/upload/logo/A01094.jpg
지니자산운용,변현수,02-553-9115,서울시 강남구 봉은사로 624 2층(삼성동 삼광빌딩)  (06170),http://www.genieam.co.kr,/upload/logo/20210218012442120.png
지베스코자산운용,한태희,02-732-3421,"서울시 종로구 종로 33, 8층 (청진동, 그랑서울 타워1)  (03159)",http://gvescoim.com,/upload/logo/e4d388e657fcc4ea60ccfb03187fa912f3a-7f9b-20230515154617.png
지브이에이자산운용,박지홍,02-6276-5100,"서울시 영등포구 국제금융로 10, THREE IFC 45층(여의도동)  (07326)",http://gvaasset.com,/upload/logo/20170622080932010.jpg
지알이파트너스자산운용,송종헌/강정구,02-6137-9090,"서울시 영등포구 국제금융로 10, One IFC 28층  (07326)",http://www.greamc.com/,/upload/logo/e4d388e657fcc4ea-2c47e9be1683155ab2a-7f8e.JPG
지지자산운용,강준,02-718-5678,"서울시 용산구 청파로 289-1 지지자산운용빌딩 4,5층  (04309)",http://www.ggfund.co.kr,/upload/logo/1e8761fba739f672-5c4449d2183eefdc52c-7fd7-20221102160913.jpg
차파트너스자산운용,차종현,02-544-9701,"서울특별시 영등포구 국제금융로 10, 6층 0650호 Two IFC (07326)",http://www.tchapartners.com,/upload/logo/1e8761fba739f672-7d3cafc18440fe8659-7fda-20221111162508.jpg
체이스웨이자산운용,이호철,02-508-0321,"서울시 강남구 봉은사로 220, 12층  (06135)",http://https://www.chaseway.co.kr,/upload/logo/noimage.jpg
카디안자산운용,김상준,02-2126-3500,"서울시 영등포구 국제금융로 10, One IFC 22F  (07326)",http://www.kardian.co.kr,/upload/logo/e4d388e657fcc4ea5e82b7a3197871e8799-7f5e-20250814151247.jpg
칸서스자산운용,김연수,02-2077-5000,"서울시 영등포구 국제금융로8길 31, SK증권빌딩 10층 KDB생명타워 18층 (07332)",http://www.consus.co.kr,/upload/logo/A01041.gif
캐피탈랜드투자운용,손민성,02-721-9300,서울시 중구 세종대로 136 서울파이낸스센터 6층  (04520),http://www.climkorea.com,/upload/logo/1e8761fba739f67251da3d011793001fde7-8000-20210503111507.jpg
캡스톤자산운용,김윤구,02-569-0871,"서울시 강남구 테헤란로87길 36, 22층(삼성동, 도심공항타워)  (06164)",http://www.capstoneam.co.kr,/upload/logo/20131115045507041.JPG
케이리츠투자운용,김수형,02-3287-0114,서울시 영등포구 국제금융로8길 31 9층 (여의도동 SK증권빌딩)  (07332),http://www.kreitsnp.com,/upload/logo/1e8761fba739f672-7ffdcc0c16b3135395d-7f00.JPG
케이비자산운용,김영성,02-2167-8200,"서울시 영등포구 국제금융로 10 40,41층 (여의도동, Three IFC) (07325)",http://www.kbam.co.kr,/upload/logo/A01031.jpg
케이씨지아이대체투자운용,윤재성,02-780-7010,"서울시 영등포구 국제금융로 10,   One IFC 15층  (07326)",http://https://kcgiai.com/,/upload/logo/1e8761fba739f6726f5a324918aa5a3b7d7-7ff3-20230920160702.png
케이씨지아이자산운용,목대균/조원복,02-1588-5533,서울특별시 영등포구 국제금융로 10 One IFC 15층  (07326),http://www.kcgiam.com,/upload/logo/1e8761fba739f6726f5a324918aa5a3b7d7-7ff8-20230920160124.jpg
케이에스에프자산운용,김병규,02-561-4472,"서울시 강남구 삼성로 528, 3층(삼성동, 부방빌딩)  (06167)",http://ksfasset.com/home/,/upload/logo/1e8761fba739f6729b64901880d750dfb-7fdf-20230516101046.png
케이에스자산운용,이근승,02-6295-7500,"서울시 영등포구 국제금융로10, 18층 1840호(여의도동, 원 아이에프씨)  (07326)",http://ksasset.co.kr/,/upload/logo/1e8761fba739f6729b64901880d750dfb-7fde-20230516101303.png
케이와이자산운용,김종옥,02-826-9113,"서울시 영등포구 국제금융로8길 11, 11층 1121호 (여의도동, 대영빌딩)  (07333)",http://www.ky-am.com,/upload/logo/1e8761fba739f672-5c4449d2183eefdc52c-7fd6-20221102161251.png
케이원자산운용,김성일,02-786-6077,"서울특별시 영등포구 의사당대로 97, 6층(여의도동, 교보증권빌딩)  (07327)",http://www.k1invest.co.kr,/upload/logo/noimage.jpg
케이클라비스자산운용,이정훈/김주연,02-2070-3800,"서울시 영등포구 국제금융로 10, 31층(여의도동, Three IFC)  (07326)",http://www.kclavis.com,/upload/logo/1e8761fba739f6729b64901880d750dfb-7fdc-20230516101733.png
케이티투자운용,지승훈,02-556-6400,"서울시 강남구 테헤란로 501, 10층(삼성동, 브이플렉스)  (06168)",http://ktamc.com/,/upload/logo/1e8761fba739f6729b64901880d750dfb-7fda-20230516102033.png
케이핀자산운용,김기용,02-788-9901,서울시 영등포구 국제금융로8길11 (여의도동 대영빌딩) 641호  (07333),http://www.kfinasset.com/,/upload/logo/1e8761fba739f6729b64901880d750dfb-7fd8-20230516102125.png
케펠자산운용,성흔도,02-6949-1390,서울시 영등포구 국제금융로 10 ONE IFC 18층  (07326),http://www.keppelim.com/,/upload/logo/1e8761fba739f6729b64901880d750dfb-7fd6-20230516103202.png
케플러자산운용,박준범,02-769-1541,서울시 영등포구 여의나루로 67 5층  (07327),http://www.keplerasset.com,/upload/logo/20200825045202184.jpg
켄달스퀘어자산운용,윤원섭/문용웅,02-6331-3300,"서울시 영등포구 국제금융로10, 35층(Three IFC)  (07326)",http://ks-amc.com,/upload/logo/20170622081005860.jpg
코람코자산운용,"윤장호, 김태원",02-787-0101,서울시 강남구 삼성로 511(삼성동 144-17) 골든타워 2층 (06158),http://www.koramcofund.co.kr,/upload/logo/A01090.gif
코레이트자산운용,송태종,02-3774-6114,서울시 강남구 테헤란로 137 코레이트타워 9층  (06132),http://www.koreitasset.com,/upload/logo/e4d388e657fcc4ea-51e8db6e183c5ed284c-7fce-20221018151409.png
코리아자산운용,허정권,02-6744-0601,"서울시 강남구 테헤란로 508, 15층 (대치동, 해성2빌딩)  (06178)",http://www.k-amc.com,/upload/logo/1e8761fba739f6729b64901880d750dfb-7fce-20230516104052.png
코어자산운용,노영서,02-784-4200,"서울시 영등포구 국제금융로 10, 28층(여의도동, 원아이에프씨)  (07326)",http://https://coresasset.com/,/upload/logo/1e8761fba739f6729b64901880d750dfb-7fc4-20230516105324.png
쿼드자산운용,황호성,02-786-1830,서울시 영등포구 국제금융로 10 Three IFC 29층 더케이트윈타워 A동 10층 (07326),http://www.quadim.com,/upload/logo/20160226091055697.gif
